itemid,hotelid,hotelname,features
722,6536309,arte Hotel Salzburg,ptype=hotels|star=4|amen=air conditioning|amen=closet|amen=clothes rack|amen=coffeetea maker|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=satellitecable channels|amen=seating area|amen=smoke detector|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
723,6536309,arte Hotel Salzburg,ptype=hotels|star=4|amen=air conditioning|amen=closet|amen=clothes rack|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=satellitecable channels|amen=smoke detector|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
724,6536309,arte Hotel Salzburg,ptype=hotels|star=4|amen=air conditioning|amen=closet|amen=clothes rack|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=satellitecable channels|amen=smoke detector|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
725,6536309,arte Hotel Salzburg,ptype=hotels|star=4|amen=air conditioning|amen=closet|amen=clothes rack|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=satellitecable channels|amen=smoke detector|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
726,6536309,arte Hotel Salzburg,ptype=hotels|star=4|amen=air conditioning|amen=closet|amen=clothes rack|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=satellitecable channels|amen=smoke detector|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
727,6537481,Dolomitenhotel,ptype=hotels|star=3|amen=additional toilet|amen=air conditioning|amen=alarm clock|amen=carpeting|amen=clothes rack|amen=desk|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=high chair|amen=in-room safe box|amen=linens|amen=mini bar|amen=satellitecable channels|amen=seating area|amen=separate dining area|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
728,6578078,Hotel & Apartments Rothensteiner,ptype=hotels|star=4|amen=air conditioning|amen=carpeting|amen=closet|amen=clothes rack|amen=coffeetea maker|amen=desk|amen=dvdcd player|amen=free wi-fi in all rooms|amen=full kitchen|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=kitchenware|amen=linens|amen=microwave|amen=private entrance|amen=refrigerator|amen=satellitecable channels|amen=seating area|amen=separate dining area|amen=shower|amen=sofa|amen=toiletries|amen=towels|amen=woodenparqueted flooring
729,6578078,Hotel & Apartments Rothensteiner,ptype=hotels|star=4|amen=air conditioning|amen=carpeting|amen=closet|amen=clothes rack|amen=coffeetea maker|amen=desk|amen=dvdcd player|amen=free wi-fi in all rooms|amen=full kitchen|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=kitchenware|amen=linens|amen=microwave|amen=private entrance|amen=refrigerator|amen=satellitecable channels|amen=seating area|amen=separate dining area|amen=sofa|amen=toiletries|amen=towels|amen=woodenparqueted flooring
730,6578078,Hotel & Apartments Rothensteiner,ptype=hotels|star=4|amen=air conditioning|amen=closet|amen=clothes rack|amen=coffeetea maker|amen=desk|amen=dvdcd player|amen=free wi-fi in all rooms|amen=full kitchen|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=kitchenware|amen=linens|amen=microwave|amen=private entrance|amen=refrigerator|amen=satellitecable channels|amen=seating area|amen=separate dining area|amen=sofa|amen=toiletries|amen=towels|amen=woodenparqueted flooring
731,6578078,Hotel & Apartments Rothensteiner,ptype=hotels|star=4|amen=air conditioning|amen=closet|amen=clothes rack|amen=coffeetea maker|amen=desk|amen=free wi-fi in all rooms|amen=full kitchen|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=ironing facilities|amen=kitchenware|amen=linens|amen=microwave|amen=private entrance|amen=refrigerator|amen=satellitecable channels|amen=seating area|amen=shower|amen=smoke detector|amen=toiletries|amen=towels|amen=woodenparqueted flooring
732,6578078,Hotel & Apartments Rothensteiner,ptype=hotels|star=4|amen=air conditioning|amen=closet|amen=clothes rack|amen=desk|amen=dvdcd player|amen=free wi-fi in all rooms|amen=full kitchen|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=kitchenware|amen=linens|amen=microwave|amen=private entrance|amen=refrigerator|amen=satellitecable channels|amen=seating area|amen=separate dining area|amen=shower|amen=sofa|amen=toiletries|amen=towels|amen=woodenparqueted flooring
733,6579831,Gasthof Schwabl Wirt,ptype=hotels|star=3|amen=air conditioning|amen=cleaning products|amen=closet|amen=clothes rack|amen=desk|amen=dishwasher|amen=fan|amen=free wi-fi in all rooms|amen=full kitchen|amen=hair dryer|amen=heating|amen=high chair|amen=in-room safe box|amen=interconnecting rooms available|amen=ironing facilities|amen=kitchenware|amen=laptop safe box|amen=linens|amen=microwave|amen=private entrance|amen=refrigerator|amen=satellitecable channels|amen=seating area|amen=separate dining area|amen=soundproofing|amen=toiletries|amen=towels|amen=washing machine|amen=woodenparqueted flooring
734,6751093,Hotel Evido Salzburg City Center,ptype=hotels|star=3|amen=additional toilet|amen=air conditioning|amen=carpeting|amen=closet|amen=desk|amen=fan|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=laptop safe box|amen=satellitecable channels|amen=sofa|amen=soundproofing|amen=toiletries
735,6751093,Hotel Evido Salzburg City Center,ptype=hotels|star=3|amen=air conditioning|amen=carpeting|amen=closet|amen=desk|amen=fan|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=laptop safe box|amen=satellitecable channels|amen=sofa|amen=soundproofing|amen=toiletries
736,6751093,Hotel Evido Salzburg City Center,ptype=hotels|star=3|amen=air conditioning|amen=carpeting|amen=closet|amen=desk|amen=fan|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=laptop safe box|amen=satellitecable channels|amen=soundproofing|amen=toiletries
737,6751093,Hotel Evido Salzburg City Center,ptype=hotels|star=3|amen=air conditioning|amen=carpeting|amen=closet|amen=desk|amen=fan|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=laptop safe box|amen=satellitecable channels|amen=soundproofing|amen=toiletries
738,6751093,Hotel Evido Salzburg City Center,ptype=hotels|star=3|amen=air conditioning|amen=carpeting|amen=closet|amen=desk|amen=fan|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=laptop safe box|amen=satellitecable channels|amen=soundproofing|amen=toiletries|amen=towels
739,6751215,Arthotel ANA Westbahn,ptype=hotels|star=4|amen=air conditioning|amen=blackout curtains|amen=closet|amen=daily housekeeping|amen=desk|amen=fan|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=ironing facilities|amen=linens|amen=mini bar|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
740,6751215,Arthotel ANA Westbahn,ptype=hotels|star=4|amen=air conditioning|amen=blackout curtains|amen=closet|amen=daily housekeeping|amen=desk|amen=fan|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=linens|amen=mini bar|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
